"c_d_dep","departamento","c_d_mun","municipio","grupo_de_cultivo","subgrupo_de_cultivo","cultivo","desagregaci_n_regional_y","a_o","periodo","rea_sembrada_ha","rea_cosechada_ha","producci_n_t","rendimiento_t_ha","estado_fisico_produccion","nombre_cientifico","ciclo_de_cultivo"
"19","CAUCA","19473","MORALES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","10","10","200","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19780","SUAREZ","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","16","16","240","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19548","PIENDAMO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","20","20","200","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19300","GUACHENE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","30","30","150","5.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19622","ROSAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","84","84","84","1.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19392","LA SIERRA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","100","100","1200","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"19","CAUCA","19256","EL TAMBO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","3200","3200","48000","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"8","ATLANTICO","8832","TUBARA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","14","14","168","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"8","ATLANTICO","8433","MALAMBO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","40","40","800","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"8","ATLANTICO","8558","POLONUEVO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA INDUSTRIAL","2018","2018","100","100","1600","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"99","VICHADA","99624","SANTA ROSALIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","40","40","280","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"99","VICHADA","99524","LA PRIMAVERA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","90","90","1350","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"99","VICHADA","99001","PUERTO CARREÑO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","105","105","1220","11.62","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"99","VICHADA","99773","CUMARIBO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","540","540","5680","10.52","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"97","VAUPES","97666","TARAIRA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","43","43","467","10.90","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"97","VAUPES","97161","CARURU","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","350","350","1050","3.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"97","VAUPES","97001","MITU","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1400","1400","9000","6.43","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76823","TORO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1","1","30","30.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76403","LA VICTORIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1","1","20","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76246","EL CAIRO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1","1","20","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76243","EL AGUILA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","3","3","18","6.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76520","PALMIRA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","5","5","80","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76377","LA CUMBRE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","5","5","92","18.30","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76364","JAMUNDI","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","5","5","100","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76111","BUGA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","7","7","98","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76895","ZARZAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","7","6","118","21.01","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76845","ULLOA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","8","8","96","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76400","LA UNION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","9","9","90","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76892","YUMBO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","200","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76834","TULUA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","90","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76863","VERSALLES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","225","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76828","TRUJILLO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","225","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76622","ROLDANILLO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","180","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76616","RIOFRIO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","270","18.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76318","GUACARI","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","16","16","240","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76233","DAGUA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","18","18","450","25.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76606","RESTREPO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","140","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76275","FLORIDA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","560","28.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76122","CAICEDONIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","500","25.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76020","ALCALA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","240","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76250","EL DOVIO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","25","25","500","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76736","SEVILLA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","27","27","540","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76890","YOTOCO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","30","30","600","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76869","VIJES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","30","30","300","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76126","CALIMA EL DARIEN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","30","30","300","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76670","SAN PEDRO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","32","32","320","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76001","CALI","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","40","40","740","18.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76100","BOLIVAR","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","60","60","1500","25.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76497","OBANDO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","65","65","1365","21.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","70","70","490","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73675","SAN ANTONIO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1","1","2","2.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73555","PLANADAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","100","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73411","LIBANO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","118","11.80","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73043","ANZOATEGUI","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","100","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73148","CARMEN DE APICALA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","12","12","144","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73449","MELGAR","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","300","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73349","HONDA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","100","5.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73168","CHAPARRAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","180","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73270","FALAN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","25","25","225","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73861","VENADILLO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","35","35","350","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73319","GUAMO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","35","35","490","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73152","CASABIANCA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","38","38","266","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73443","MARIQUITA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","40","40","320","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73854","VALLE DE SAN JUAN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","50","50","550","11.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73483","NATAGAIMA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","50","50","550","11.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73226","CUNDAY","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","70","70","455","6.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73671","SALDAÑA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","100","100","700","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73585","PURIFICACION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","100","100","1100","11.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73200","COELLO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","100","100","1000","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73236","DOLORES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","118","118","944","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73678","SAN LUIS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","120","120","960","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73268","ESPINAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","120","120","2400","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73283","FRESNO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","125","125","1500","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73870","VILLAHERMOSA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","130","130","1495","11.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73520","PALOCABILDO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","130","130","1950","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73504","ORTEGA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","130","130","1040","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73616","RIOBLANCO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","140","140","2100","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73275","FLANDES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","150","150","2100","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73001","IBAGUE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","190","160","1920","12.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73547","PIEDRAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","210","210","2100","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73686","SANTA ISABEL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","235","203","3085","15.23","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73217","COYAIMA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","280","280","3920","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73624","ROVIRA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","450","450","3600","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"73","TOLIMA","73067","ATACO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","900","900","7560","8.40","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70230","CHALAN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","125","125","1000","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70678","SAN BENITO ABAD","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","150","150","1050","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70124","CAIMITO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","180","180","1890","10.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70771","SUCRE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","210","210","1260","6.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70400","LA UNION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","210","210","1890","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70265","GUARANDA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","215","215","1548","7.20","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70221","COVEÑAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","230","230","2340","10.17","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70823","TOLUVIEJO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","270","270","1080","4.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70523","PALMITO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","280","280","2800","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70670","SAMPUES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","300","300","2700","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70110","BUENAVISTA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","300","300","2400","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70204","COLOSO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","330","330","2350","7.12","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70713","SAN ONOFRE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","450","450","3650","8.11","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70820","TOLU","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","500","500","3500","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70708","SAN MARCOS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","500","500","4000","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70742","SINCE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","700","700","4900","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70235","GALERAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","765","765","6120","8.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70001","SINCELEJO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","800","800","7200","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70702","SAN JUAN DE BETULIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","800","800","5600","7.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70215","COROZAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","800","800","8000","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70473","MORROA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","817","817","11030","13.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70233","EL ROBLE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","900","900","4500","5.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70717","SAN PEDRO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1300","1300","13000","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70418","LOS PALMITOS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","1750","1750","11375","6.50","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"70","SUCRE","70508","OVEJAS","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","2400","2400","18600","7.75","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68522","PALMAR","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","2","2","80","40.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68051","ARATOCA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","2","2","30","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68020","ALBANIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","3","3","15","5.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68207","CONCEPCION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","3","2","15","7.08","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68121","CABRERA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","5","5","100","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68669","SAN ANDRES","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","6","6","54","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68160","CEPITA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","7","7","180","25.73","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68686","SAN MIGUEL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","160","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68322","GUAPOTA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","140","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68318","GUACA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","10","10","150","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68773","SUCRE","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","11","11","110","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68298","GAMBITA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","12","12","108","9.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68092","BETULIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","12","12","120","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68077","BARBOSA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","12","12","180","15.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68820","TONA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","150","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68684","SAN JOSE DE MIRANDA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","210","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68682","SAN JOAQUIN","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","150","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68572","PUENTE NACIONAL","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","270","18.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68211","CONTRATACION","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","15","15","210","14.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68344","HATO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","18","18","360","20.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68368","JESUS MARIA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","200","10.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68147","CAPITANEJO","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","20","20","216","10.80","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
"68","SANTANDER","68895","ZAPATOCA","TUBERCULOS Y PLATANOS","YUCA","YUCA","YUCA","2018","2018","22","22","352","16.00","TUBERCULO FRESCO","MANIHOT ESCULENTA","ANUAL"
